iter	RMSE
0	0.5642495127
1	0.5485810458
2	0.5347255745
3	0.5175062443
4	0.5041066273
5	0.4926257281
6	0.477824852
7	0.4636197457
8	0.4537156638
9	0.4397290564
10	0.4300810387
11	0.4199061355
12	0.4095318378
13	0.4005377392
14	0.3894005987
15	0.3809741471
16	0.3735357833
17	0.3649001434
18	0.3581643468
19	0.3526279189
20	0.3452311315
21	0.3385631907
22	0.3308376894
23	0.3246675065
24	0.3169634856
25	0.3117612017
26	0.3060886899
27	0.2988885252
28	0.2937819878
29	0.2881753403
30	0.2827312993
31	0.2763691649
32	0.2694801313
33	0.2649864028
34	0.2606643204
35	0.2558945863
36	0.2521018916
37	0.2481636755
38	0.2441058761
39	0.2406557247
40	0.237040255
41	0.2333064666
42	0.2298391509
43	0.2269045783
44	0.2241972568
45	0.2212758528
46	0.2182684615
47	0.2153007331
48	0.2125263485
49	0.2095037182
50	0.2067952513
51	0.2046485448
52	0.2016490701
53	0.1991014946
54	0.1965604865
55	0.1944820235
56	0.1927576824
57	0.1905022107
58	0.1881874371
59	0.1863750965
60	0.1849426878
61	0.1830679906
62	0.1813865645
63	0.1790930943
64	0.1770562
65	0.1757065895
66	0.1744724371
67	0.1723218556
68	0.1705849374
69	0.1692207373
70	0.1672242418
71	0.1661564971
72	0.164481779
73	0.1629031328
74	0.16147751
75	0.1597678673
76	0.1582951168
77	0.1565454525
78	0.1553009316
79	0.1535987695
80	0.1522214363
81	0.1508291834
82	0.149714412
83	0.1482060288
84	0.1468934511
85	0.1458881145
86	0.1445724158
87	0.1438402999
88	0.1428872974
89	0.1423456165
90	0.1419253649
91	0.1411080194
92	0.1404601903
93	0.1388315971
94	0.1377991846
95	0.1372779624
96	0.1366760243
97	0.1356222903
98	0.1344976242
99	0.1342377211
100	0.1335575427
101	0.132593509
102	0.1316281147
103	0.1304735662
104	0.1292124692
105	0.1282868451
106	0.1277127275
107	0.1271606026
108	0.1263346026
109	0.125633753
110	0.1251277889
111	0.1240701831
112	0.1230362911
113	0.1222844046
114	0.1213136655
115	0.1208533152
116	0.1203393483
117	0.1199706764
118	0.1191773672
119	0.1181175731
120	0.1175990158
121	0.116778491
122	0.1161419008
123	0.1152287476
124	0.1143519394
125	0.1136844802
126	0.1133748224
127	0.11289603
128	0.1123300104
129	0.1116133834
130	0.1109713221
131	0.1103012791
132	0.1097908852
133	0.1089947149
134	0.1087300224
135	0.1080296846
136	0.1074256982
137	0.1071367682
138	0.1063902722
139	0.1058803471
140	0.1054855022
141	0.1051671032
142	0.1047504608
143	0.104226773
144	0.1038538209
145	0.1032538345
146	0.1026424365
147	0.1023510718
148	0.1017597453
149	0.1014932994
150	0.1010877706
151	0.1007837391
152	0.100025293
153	0.09937166039
154	0.09903955141
155	0.09871423572
156	0.0977042751
157	0.09677446874
158	0.09651815878
159	0.0959656453
160	0.09572638626
161	0.09504166165
162	0.09423681247
163	0.09381843298
164	0.09314753427
165	0.09294316587
166	0.09278398495
167	0.09250387281
168	0.09230115172
169	0.0921221943
170	0.09196040211
171	0.09105124805
172	0.09087575634
173	0.0906938188
174	0.09012617442
175	0.08991778351
176	0.08971652802
177	0.0895677462
178	0.08942847188
179	0.08893195886
180	0.0885220738
181	0.08826809304
182	0.08806197912
183	0.08785874097
184	0.08725102332
185	0.08704955172
186	0.08626475807
187	0.08556226756
188	0.08500458949
189	0.08460848974
190	0.08440275056
191	0.08403945678
192	0.08347934106
193	0.08337153577
194	0.08310102702
195	0.08291888624
196	0.08228305874
197	0.08158239021
198	0.08121344194
199	0.08050075517
200	0.08003064931
201	0.07992251403
202	0.07941906931
203	0.07921436672
204	0.0789280228
205	0.07846604936
206	0.07797005818
207	0.07741983032
208	0.07717653362
209	0.07692515081
210	0.07677721674
211	0.07606681746
212	0.07597052063
213	0.07559098937
214	0.075140725
215	0.07482918779
216	0.07472692932
217	0.07414197601
218	0.07346285547
219	0.07338736504
220	0.07268819708
221	0.07254073634
222	0.07189130371
223	0.07150801924
224	0.07109906217
225	0.07073644624
226	0.07056542108
227	0.07040824459
228	0.06980646621
229	0.06964690966
230	0.06934470522
231	0.06899476039
232	0.06851827377
233	0.06818278978
234	0.06801995725
235	0.06793234125
236	0.06757241765
237	0.06750213651
238	0.06739024332
239	0.06718937661
240	0.06707907716
241	0.06699340171
242	0.06690895286
243	0.06649667602
244	0.06620229296
245	0.0660347933
246	0.06562286785
247	0.0652017798
248	0.06484204727
249	0.06471190637
250	0.06447897478
251	0.06440552481
252	0.06417382688
253	0.0636849408
254	0.06359855264
255	0.06318452476
256	0.06300308035
257	0.06280382922
258	0.06218213931
259	0.06173529579
260	0.06166040161
261	0.06124260546
262	0.0610294497
263	0.06076377395
264	0.06049304635
265	0.06021679874
266	0.06000368368
267	0.05993716637
268	0.05943558268
269	0.05886189101
270	0.05834455583
271	0.05784623454
272	0.057468953
273	0.05711905431
274	0.05705663418
275	0.05693766331
276	0.05683254544
277	0.05655688788
278	0.05624758146
279	0.05580360964
280	0.05560959308
281	0.05539448822
282	0.0551941195
283	0.05511667241
284	0.05503919107
285	0.05473093811
286	0.05425287171
287	0.05371198141
288	0.0533424532
289	0.05315289794
290	0.05286891417
291	0.05253463744
292	0.05223326039
293	0.05208446236
294	0.05165939077
295	0.05136955126
296	0.05086453038
297	0.05058255208
298	0.05043994831
299	0.05019208489
300	0.049916488
301	0.04961621827
302	0.04952078338
303	0.04915439365
304	0.04891070471
305	0.04884471134
306	0.04859159676
307	0.04850478283
308	0.04839491755
309	0.04831435062
310	0.04808813185
311	0.04771180945
312	0.04760890798
313	0.04737120109
314	0.04724713301
315	0.04699197299
316	0.04692141941
317	0.04654453887
318	0.04644918264
319	0.04624233392
320	0.04608022879
321	0.04570778261
322	0.04562961308
323	0.04550007483
324	0.04522332232
325	0.04495441563
326	0.04471960089
327	0.0444386729
328	0.0443201333
329	0.04416065646
330	0.04383744015
331	0.04360989826
332	0.04341017671
333	0.04318881333
334	0.04305886129
335	0.04280493804
336	0.04271716562
337	0.04249249348
338	0.04228883879
339	0.04211339168
340	0.04192357221
341	0.04176170991
342	0.04150694397
343	0.04141311987
344	0.04112791446
345	0.04102990923
346	0.04077386134
347	0.04051108683
348	0.04031894345
349	0.04007661075
350	0.03975155248
351	0.03948984442
352	0.03924575257
353	0.03912040466
354	0.03877805321
355	0.03862797487
356	0.03844429266
357	0.03818307122
358	0.03790702644
359	0.03769922215
360	0.03755941798
361	0.03742106417
362	0.03707071398
363	0.03681579755
364	0.03672673172
365	0.0364475198
366	0.03628566381
367	0.03604211311
368	0.03598613501
369	0.03579497741
370	0.03571010185
371	0.03546675994
372	0.03541231694
373	0.03522260046
374	0.03509820604
375	0.03493650486
376	0.03486055833
377	0.03466097985
378	0.03441532992
379	0.03414929656
380	0.03396403037
381	0.03380934079
382	0.03365879934
383	0.03344667477
384	0.03319059707
385	0.03300515854
386	0.03279893838
387	0.03259413245
388	0.03253267569
389	0.03227052672
390	0.03196501039
391	0.03168996362
392	0.03145228936
393	0.03120161039
394	0.03100970655
395	0.03097702395
396	0.03094285407
397	0.03076800791
398	0.03055290883
399	0.03033891354
400	0.03028844719
401	0.03006040374
402	0.02994436262
403	0.02966112103
404	0.02949772383
405	0.02943304192
406	0.02924055753
407	0.02903879214
408	0.02888995566
409	0.02866360226
410	0.02858259612
411	0.02834969186
412	0.02816426881
413	0.02801207355
414	0.02789166558
415	0.02769196279
416	0.0275758314
417	0.0273750351
418	0.02721002996
419	0.02702910462
420	0.02687067711
421	0.02680092391
422	0.0266509498
423	0.02646164308
424	0.02625611945
425	0.02609857442
426	0.02602739208
427	0.02580544408
428	0.02568750379
429	0.02555629894
430	0.02543876337
431	0.02539085277
432	0.02520921095
433	0.02503223268
434	0.02498103865
435	0.02485892574
436	0.02470026602
437	0.02450034009
438	0.02439849214
439	0.0242478683
440	0.02407402438
441	0.02388896988
442	0.0237067719
443	0.02361770204
444	0.0234480642
445	0.02331104877
446	0.02319145125
447	0.02298778813
448	0.02287839334
449	0.02276687435
450	0.02272157696
451	0.02267592945
452	0.0225435454
453	0.02240574802
454	0.02237127863
455	0.02225182573
456	0.0221243945
457	0.02196499294
458	0.02190813297
459	0.02177530753
460	0.02162529938
461	0.02151046156
462	0.02135061931
463	0.02124504197
464	0.02115172549
465	0.02099639561
466	0.02084448032
467	0.02078311381
468	0.02069428461
469	0.02062701163
470	0.02050989397
471	0.0204338873
472	0.02030662644
473	0.02023967611
474	0.02019154111
475	0.02009963118
476	0.0200134225
477	0.01992699161
478	0.01986554061
479	0.01977887726
480	0.01972280921
481	0.01959708485
482	0.01945801721
483	0.01937654176
484	0.01933264867
485	0.01923088212
486	0.0191188464
487	0.01901289899
488	0.01896041877
489	0.0188747815
490	0.01877474021
491	0.0186697482
492	0.01855841922
493	0.01844640167
494	0.01836191113
495	0.01821448157
496	0.01811196613
497	0.01808104294
498	0.01795444677
499	0.01789815177
